,ali_uid,ins_id,bw_c1,bw_c2,bw_c3
3657,89110,3e813fb5ce6ffb25b9af2d03b3cdd6bd,23,7.818291069750002,57.74704992771149
3658,89110,3f251101ff7491f4a96aa3ab9b6507cc,23,5.646368243249983,45.46726260334254
3659,89110,3feb72131ca133641e172610858f7796,23,9.857631162749959,81.15974659100175
3660,89110,42664332afd39c79f27f67fc7c922886,23,5.128192896749999,42.98978473059833
3661,89110,426a48af2510598f27b3c66fd1681e65,23,14.533027923749998,122.24140953272581
3662,89110,426b44969d3b0a3524352e317780e16f,23,4.971616135500016,41.18626537732781
3663,89110,42f368f14bce9efb8253691c90fa40fb,23,13.754308139249945,134.06185193918645
3664,89110,435b44bb2ea60e4badbba2d34835a083,23,10.491433181249988,92.87110604345798
3665,89110,44c8fa214706450e4393662f4dc12e2b,23,22.800469881000065,181.15417046472433
3666,89110,458a1702245d0ba7b58ceb8a4e1a3528,23,3.64111111350001,28.593811998143792
3667,89110,458e3141f37c4389699ea8e5023aa327,23,9.496230822749999,88.03892252035439
3668,89110,45baf8b31330efad7d922b40588531a5,23,7.238093792999998,56.82265643030406
3669,89110,4930c02d4a6485f52a87e415565ee71d,23,3.2649992182499896,25.318469367921356
3670,89110,497f3ee64761936b248539f8a5ef7838,23,3.544302667499997,25.13299402780831
3671,89110,4af3d74b921288a442ba136b37bfcf45,23,10.533342497999985,78.42428061179817
3672,89110,4afe8b4c3ea570b74bf179ae54e1397c,23,10.894201762500002,85.0886195898056
3673,89110,4e2787594c4e46968e30412e13f6d914,23,3.883978402500009,29.247886100783944
3674,89110,51b9cff959338929dc3ecc88b7440302,23,9.044276933999988,66.53730126097798
3675,89110,51e8b3d5272bbea670c0ff72d1b239be,23,10.48746312600004,83.89982183463871
