ali_uid,hw_c,bw_c1,bw_c2,bw_c3
1775,344.3,23,1.248531795000001,6.319748237729073
2088,4864.500000000001,4079,15.547591222999998,32.376345712691545
2766,45214.89999999995,317343,259802.09241514993,681877.3396973033
4588,62192.72000000001,260460,366326.72888811,477527.2892507538
6224,22325.099999999977,22465,145.6590914969999,465.7201687898487
7120,8115.230000000001,10665,8793.283761410996,12957.284155385569
9004,37688.191015625,538,26.631305748000003,132.4744551535696
9682,97.75999999999999,23,0.10197003600000006,0.1849641278386116
10812,77.75999999999999,23,1.2023191530000001,5.5439128540456295
10815,233.27999999999997,46,1.3126975470000004,7.14024318382144
11443,2319.2,3100,101.77278677600003,490.04952097311616
12347,180238.2999999998,468756,35372.079681468014,60746.758742462844
12843,77.75999999999999,46,1.0144583190000005,4.110627081245184
13404,33778.49999999998,1493280,211537.96481027108,232902.19070183113
14448,293.28,5979,3845.286957146999,5153.508685100824
14878,77957.66000000003,855733,648128.792308618,1177649.76570379
15219,46567.00000000003,437482,49761.70958477899,137280.06729617715
15301,886059.9300000012,83956,120575.61788074303,177608.82646422833
15453,172.2,23,1.8489425850000012,8.055249508470297
16510,768.6,69,9.310698873000012,47.10128168575466
19346,34085.69999999996,137490,6994.090476363999,33788.87473689392
19570,63345.20000000022,4613358,55013.28898469201,242715.27820925228
20525,466.55999999999995,6310,105.19948977700003,91.50674298405647
21765,1206.18,230,127.81367997300006,917.8916264232248
21861,1145.1,322,63.47958894899999,494.89276670850813
22399,195146.59999999974,6036885,3907694.676251665,7035508.059904464
23420,172.2,23,0.4144773779999999,2.312103593721986
23813,16947.4375,23,1.630522152000001,7.725769998505712
24018,6839.599999999999,280267,176890.260736682,216550.50363088958
24132,3188.06,6984,1569.4526630300002,3765.588577101007
24331,172.2,2035,6.7810809060000015,2.960706939920783
24924,2082.0400000000004,920,1419.085728774,11991.023948499933
25295,263351.96000000014,3200459,932689.514839727,1197954.2741306126
27445,13268.099999999995,126526,23333.563087861,35056.35072061792
27780,311.03999999999996,161,18.161425358999995,150.04946275614202
29791,344.4,1190,721.0765227499999,3091.4325454831123
30410,1497.2,92,19.935467873999997,147.99033584073186
31016,311.03999999999996,92,5.160403079999998,31.13354606553912
31102,298991.8450000002,2959472,2459684.431557002,4646390.472531561
32303,77.75999999999999,69,0.8242027919999995,2.6369828917086124
33259,32788.49999999999,179463,143501.383474006,287353.1125176698
33304,1010.8799999999999,299,10.979283609000005,55.05635976791382
34207,2599.0,115,5.243348439000001,26.951955053955317
34465,12070.699999999997,12350,762.7890498820001,2773.78723972477
34768,1489.4999999999998,1490,349.75301505100003,2475.0918470788747
35328,1697.2,12140,48.63643308199999,79.07963963225484
36840,324.3,23,0.3751266329999998,2.4861388374119997
36871,172.2,23,0.10175186699999997,0.2923193760216236
37930,172.2,195,8.78976940999999,66.03934555314481
40817,13656.76,23,0.02311992900000001,0.18391787074506286
42774,77.75999999999999,32595,182.59729404499998,565.3874205239117
43094,269.96,46,1.8925558470000001,15.535619342699647
43556,233.27999999999997,69,1.507385690999999,8.190206699073315
43698,1945.8,620,16.429922413,88.78213573247194
43988,1032.9,69,3.8683179989999994,17.981600901111964
45215,1537.2,92,1.2365432729999994,5.789131047204137
46473,5430.080000000005,371692,91316.82082118897,160873.39014558122
47287,2479.2,996,5.406460619999999,5.082904966548085
48174,5312.880000000001,14368,1170.779313388999,2279.7221450787038
48776,66555.89000000004,1056452,61183.107118529006,89214.65799956582
48809,1948.1,23,0.455731353,1.9563224259763956
48944,308445.6999999988,6888368,6475809.946741816,15105639.815781768
50327,260.255,23,1.2725295030000008,6.28270891495049
50387,3387.399999999999,276,25.6589172,177.68033483996987
52024,978709.3000000095,2054137,1442324.5127163688,3675211.449067304
52238,11731.800000000003,12359,2035.8454610889987,1411.2044645939022
52405,5847.219999999999,6338,49.162719792999994,160.4280723631382
52759,58350.29999999997,255111,2462.225836776999,2661.3931198138744
53106,32100.300000000003,2163,36.737498574999975,73.99228940717876
55318,324.3,46,28.386191673000006,45.23300928063691
55628,324.3,23,0.7021608930000003,1.2039342708885672
55644,68689.05999999969,737355,6832.601834490002,4376.571624521166
