uuid,ali_uid,nc_name,ens_region_id,status,image_id,cores,memory,storage,os_type,os_name,start_time,end_time
"27a6ee964cdf2d01dc664f8a632c2460","46473","e7fd02efb7670bd663cde91ef9e91bde","xian-cmcc","running","7bad33256eecfa7712ca2db0b2622731","1","2048","20480","linux","centos 7.3 x86_64","1590490991","4744090991"
"90a417b064c97e567892cc1ad35f8194","46473","fa7617d41c2c2745296d735fb867e2fb","xian-cmcc","running","7bad33256eecfa7712ca2db0b2622731","1","2048","20480","linux","centos 7.3 x86_64","1590490991","4744090991"
"e2e0665f36f7e7270afbc1f1cd8af061","78131","0684b808f46c576775e9ae20aaa004e2","xian-cmcc","running","43b047b4f2ab6abf5a05f236e2c8eb59","32","65536","409600","linux","centos 7.6 x86_64","1593187200","1595779200"
"2dd9a681481ba292ba7aa3de5bd325ed","78131","d3c5b77df38a7fac3826212b83433dc9","xian-cmcc","running","43b047b4f2ab6abf5a05f236e2c8eb59","32","65536","409600","linux","centos 7.6 x86_64","1593187200","1595779200"
"72beecebf63e1e927979bd8575f07500","78131","0f434c09ebe8870234715ca6e9688afe","xian-cmcc","running","43b047b4f2ab6abf5a05f236e2c8eb59","32","65536","409600","linux","centos 7.6 x86_64","1593187200","1595779200"
"8d186113a878789654928d5423f46877","7120","7cf992a7f96ed41476572254b7111fa9","shanghai-telecom-4","running","cfb50b711b64debc56b6a5a6e03a768e","8","32768","204800","linux","centos 7.5 x86_64","1590494601","4744094601"
"b90ed6e8a7d0598bae3dfcf932a6ef7c","50327","088e00aa25eef9b98652f24d96f98365","hangzhou-telecom","running","3193fad04c2288da16cda7e382b49e54","2","8192","40960","linux","centos 7.2 x86_64","1590495246","4744095246"
"ac3914f3689938a0662d6dfa43305b48","78131","a5fbe8a3f28264128f989fd13e114e57","hangzhou-cmcc-2","running","43b047b4f2ab6abf5a05f236e2c8eb59","32","65536","409600","linux","centos 7.6 x86_64","1593187200","1595779200"
"a836b30304a4a67407a22676f927769f","78131","aeba82a19b011aac6e66cf9393babcf2","hangzhou-cmcc-2","running","43b047b4f2ab6abf5a05f236e2c8eb59","32","65536","409600","linux","centos 7.6 x86_64","1593187200","1595779200"
"a3ac5ffab2ff5eb772d3ebdcc144c530","78131","7ef25a38914d73133e9e1c6192dea918","hangzhou-cmcc-2","running","43b047b4f2ab6abf5a05f236e2c8eb59","32","65536","409600","linux","centos 7.6 x86_64","1593187200","1595779200"
"e6b4c188388bbea154b84c00e6eae32f","15219","1a5e2adc78dd47586c3aa4a06bd47487","chongqing-cmcc","running","3193fad04c2288da16cda7e382b49e54","2","4096","20480","linux","centos 7.2 x86_64","1593273600","1595865600"
"aec71eab964fc65ab45e1722445ba2fa","15219","1a5e2adc78dd47586c3aa4a06bd47487","chongqing-cmcc","running","3193fad04c2288da16cda7e382b49e54","2","4096","20480","linux","centos 7.2 x86_64","1593273600","1595865600"
"919a34a088de6957e252071f1eadba2c","15219","1a5e2adc78dd47586c3aa4a06bd47487","chongqing-cmcc","running","3193fad04c2288da16cda7e382b49e54","2","4096","20480","linux","centos 7.2 x86_64","1593273600","1595865600"
"a31ee433e85d41182e1eef2748154368","15219","1a5e2adc78dd47586c3aa4a06bd47487","chongqing-cmcc","running","3193fad04c2288da16cda7e382b49e54","2","4096","20480","linux","centos 7.2 x86_64","1593273600","1595865600"
"28c53fc29eea7fabfb9d4e795a0f7c26","15219","1a5e2adc78dd47586c3aa4a06bd47487","chongqing-cmcc","running","3193fad04c2288da16cda7e382b49e54","2","4096","20480","linux","centos 7.2 x86_64","1593273600","1595865600"
"e1eaec44a0a8d56caf368734c252a0ef","15219","1a5e2adc78dd47586c3aa4a06bd47487","chongqing-cmcc","running","3193fad04c2288da16cda7e382b49e54","2","4096","20480","linux","centos 7.2 x86_64","1593273600","1595865600"
"2102076ef75264d9d8a389dd1777e9a2","24018","d5878fd7e9fb9955b34023c60f0cc192","wenzhou-telecom","running","53010e1e7845f60a51f5a070a601c6c1","2","4096","20480","linux","centos 6.8 x86_64","1590547276","4744147276"
"60a3f97782329e8819291f7bae1edcd4","84661","b9bc3620624c55af181da1ee1da260ee","chengdu-telecom-4","running","589b0cb20a915ccd16df6b4476e648d5","4","8192","20480","linux","centos 7.4 x86_64","1547626482","1847728426"
"c7a9a2d62edcf58970cc3dff4dce5057","99421","4f09d4620a97acf1450e53d323d1d0d9","nanning-cmcc","running","089d4e88bc233ba07c2f0956495f4171","1","2048","20480","linux","centos 7.5 x86_64","1590562356","4744162356"
"0cb552aab41c0362a00bb80f7103ff1b","64032","d4e9730c078c99768badcb3184131538","guangzhou-telecom","running","589b0cb20a915ccd16df6b4476e648d5","1","2048","20480","linux","centos 7.4 x86_64","1590508800","1591199999"
"6600038677da5403883d93cff02c6966","97163","36e5f9e63cb2b3c91f75d687e8b8f3c7","shijiazhuang-unicom","running","44e7c3b4a409744557e64c284dc493ea","4","8192","51200","linux","ubuntu 14.04 x86_64","1590635741","4744235741"
"932a4196ecb3f2c392f968c6ac3e5454","97163","760c85594ebb31ae571f3fa14aab34b5","wuxi-telecom-2","running","44e7c3b4a409744557e64c284dc493ea","4","8192","51200","linux","ubuntu 14.04 x86_64","1590635741","4744235741"
"a67a58c85bca54f9d7134d22ca943819","80868","763c7899a526b03c5b98778d43d92472","beijing-unicom-3","running","30234138bae2d470fc9f25a0dd6ceca9","2","4096","20480","linux","centos 6.9 x86_64","1590644425","4744244425"
"d833c7c1dfd52262371b76c8b21815ef","80868","2e823743412d9ac5415442da89a81e24","shanghai-telecom","running","30234138bae2d470fc9f25a0dd6ceca9","2","4096","20480","linux","centos 6.9 x86_64","1590644425","4744244425"
"f250ca77be36db8b8972c6b393b92b43","80868","e60e7aa2e13799ae9a34d046d18addbf","shanghai-cmcc","running","30234138bae2d470fc9f25a0dd6ceca9","2","4096","20480","linux","centos 6.9 x86_64","1590644425","4744244425"
"277770ee9802f597a7f24a1a31ca1608","80868","4c8b49275016319bd58c9d6cf9cf79f8","guangzhou-telecom","running","30234138bae2d470fc9f25a0dd6ceca9","2","4096","20480","linux","centos 6.9 x86_64","1590644425","4744244425"
"c7bafbded2074a24c5b78057dd19a709","80868","8ea58663fd8e885c9b1cf35c367632fa","guangzhou-unicom-2","running","30234138bae2d470fc9f25a0dd6ceca9","2","4096","20480","linux","centos 6.9 x86_64","1590644426","4744244426"
"aa67b1d17100a3a894c31d620aafc57f","84661","db3c38a7fb654568620f14127ffbfcc3","beijing-unicom-2","running","589b0cb20a915ccd16df6b4476e648d5","16","32768","655360","linux","centos 7.4 x86_64","1547626482","2988366005"
